book_name,author,genre,publication_year,rating,total ratings,reviews,cover,page_link,page,binding,year,cluster
Udaas Naslain / اداس نسلیں,Abdullah Hussein,Fiction,"First published January 1, 1963",4.11,866,77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1472293254i/18117935.jpg,https://www.goodreads.com/book/show/18117935-udaas-naslain,558, Hardcover,1963,less visited
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,Fiction,"First published May 22, 1996",3.85,547254,4624,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408313524i/137791.jpg,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,383, Paperback,1996,average visited
The Child Finder,Rene Denfeld,Mystery,"First published September 5, 2017",3.96,40293,5047,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1499188091i/33385438.jpg,https://www.goodreads.com/book/show/33385438-the-child-finder,274, Hardcover,2017,less visited
Meridon,Philippa Gregory,Historical Fiction,"First published May 3, 1990",3.73,11207,494,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388176120i/16186.jpg,https://www.goodreads.com/book/show/16186.Meridon,569, Paperback,1990,less visited
Death of a Naturalist,Seamus Heaney,Poetry,"First published January 1, 1966",4.26,3430,287,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1627776206i/19204.jpg,https://www.goodreads.com/book/show/19204.Death_of_a_Naturalist,57, Paperback,1966,less visited
Who's on First,William F. Buckley Jr.,Fiction,"First published January 1, 1980",3.75,446,22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1443724752i/129887.jpg,https://www.goodreads.com/book/show/129887.Who_s_on_First,259, Paperback,1980,less visited
The Dead of Winter,Rennie Airth,Mystery,"First published July 23, 2009",3.83,3461,264,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440721639i/5992377.jpg,https://www.goodreads.com/book/show/5992377-the-dead-of-winter,407, Hardcover,2009,less visited
A History of the American People,Paul Johnson,History,"First published January 1, 1997",4.1,2706,257,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407708160i/184630.jpg,https://www.goodreads.com/book/show/184630.A_History_of_the_American_People,1104, Paperback,1997,less visited
Human Action: A Treatise on Economics,Ludwig von Mises,Economics,"First published January 1, 1940",4.34,3808,186,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1606539886i/81912.jpg,https://www.goodreads.com/book/show/81912.Human_Action,924, Hardcover,1940,less visited
Dealers of Light,Lara Nance,Paranormal,"First published August 19, 2011",3.4,15,7,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347370926i/12511103.jpg,https://www.goodreads.com/book/show/12511103-dealers-of-light,336, Paperback,2011,less visited
Lord Valentine's Castle,Robert Silverberg,Fantasy,"First published November 1, 1979",3.89,9297,401,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389074849i/252838.jpg,https://www.goodreads.com/book/show/252838.Lord_Valentine_s_Castle,506, Paperback,1979,less visited
Time Stops at Shamli and Other Stories,Ruskin Bond,Short Stories,"First published January 1, 1989",4.15,2016,126,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328958976i/475218.jpg,https://www.goodreads.com/book/show/475218.Time_Stops_at_Shamli_and_Other_Stories,184, Paperback,1989,less visited
Modern Times: The World from the Twenties to the Nineties,Paul Johnson,History,"First published January 1, 1983",4.27,2676,224,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387735243i/55304.jpg,https://www.goodreads.com/book/show/55304.Modern_Times,870, Paperback,1983,less visited
The Help,Kathryn Stockett,Fiction,"First published February 10, 2009",4.47,2570434,88083,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1622355533i/4667024.jpg,https://www.goodreads.com/book/show/4667024-the-help,464, Hardcover,2009,highely visited
I Am the Messenger,Markus Zusak,Young Adult,"First published January 10, 2002",4.04,153447,15377,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398483261i/19057.jpg,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,357, Paperback,2002,less visited
Rickshaw Boy,Lao She,China,"First published January 1, 1936",3.87,2063,205,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348606956i/8016836.jpg,https://www.goodreads.com/book/show/8016836-rickshaw-boy,300, Paperback,1936,less visited
Number the Stars,Lois Lowry,Historical Fiction,"First published April 24, 1989",4.18,530287,15534,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630542426i/47281.jpg,https://www.goodreads.com/book/show/47281.Number_the_Stars,137, Mass Market Paperback,1989,average visited
Behind Blue Eyes,D.M. Wolfenden,Vampires,"First published January 1, 2013",4.22,178,87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1365111813i/17657206.jpg,https://www.goodreads.com/book/show/17657206-behind-blue-eyes,340, Kindle Edition,2013,less visited
When Strangers meet..,K.Hari Kumar,Fiction,"First published May 1, 2013",3.75,568,125,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1365593851i/17789080.jpg,https://www.goodreads.com/book/show/17789080-when-strangers-meet,216, Paperback,2013,less visited
Georgia's Kitchen,Jenny Nelson,Chick Lit,"First published August 3, 2010",3.46,2152,228,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442281908i/8078587.jpg,https://www.goodreads.com/book/show/8078587-georgia-s-kitchen,336, Paperback,2010,less visited
Letters to a Devastated Christian,Gene Edwards,Christian,"First published January 1, 1992",4.18,85,10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266497191i/2052364.jpg,https://www.goodreads.com/book/show/2052364.Letters_to_a_Devastated_Christian,47, Paperback,1992,less visited
Hotel Angeline: A Novel in 36 Voices,Garth Stein,Fiction,"First published January 1, 2011",3.33,817,136,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328328913i/11100623.jpg,https://www.goodreads.com/book/show/11100623-hotel-angeline,258, Kindle Edition,2011,less visited
Crashed: How a Decade of Financial Crises Changed the World,Adam Tooze,Economics,"First published August 7, 2018",4.31,3165,410,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1545193013i/36950522.jpg,https://www.goodreads.com/book/show/36950522-crashed,720, Hardcover,2018,less visited
"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",Scott Adams,Humor,"First published April 18, 1996",3.86,9785,406,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404788449i/1685716.jpg,https://www.goodreads.com/book/show/1685716.The_Dilbert_Principle,336, Capa dura,1996,less visited
Ana Rocha: Shadows of Justice,Ammar Habib,Thriller,"Published February 23, 2018",4.23,5475,639,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519368328i/38726615.jpg,https://www.goodreads.com/book/show/38726615-ana-rocha,218, Paperback,2018,less visited
American Blood,John Nichols,Fiction,"First published January 1, 1987",3.61,109,13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1252120426i/1662575.jpg,https://www.goodreads.com/book/show/1662575.American_Blood,338, Hardcover,1987,less visited
The Little Town Where Time Stood Still and Cutting It Short,Bohumil Hrabal,Czech Literature,"First published January 1, 1974",3.93,1161,119,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328247858i/1984217.jpg,https://www.goodreads.com/book/show/1984217.The_Little_Town_Where_Time_Stood_Still_and_Cutting_It_Short,302, Hardcover,1974,less visited
A Million Reasons Why,Jessica Strawser,Fiction,"First published March 23, 2021",3.8,4523,831,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1609233796i/53137899.jpg,https://www.goodreads.com/book/show/53137899-a-million-reasons-why,368, Hardcover,2021,less visited
Fool's Errand,Robin Hobb,Fantasy,"First published October 15, 2001",4.34,85983,2762,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360508839i/68488.jpg,https://www.goodreads.com/book/show/68488.Fool_s_Errand,661, Mass Market Paperback,2001,less visited
Cat-a-Lyst,Alan Dean Foster,Science Fiction,"First published January 1, 1991",3.4,736,46,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1180757991i/1074318.jpg,https://www.goodreads.com/book/show/1074318.Cat_a_Lyst,325, Paperback,1991,less visited
"Four Novels: The Square, Moderato Cantabile, 10:30 on a Summer Night, the Afternoon of Mr. Andesmas",Marguerite Duras,Fiction,"First published January 1, 1965",3.98,459,50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388374605i/20419.jpg,https://www.goodreads.com/book/show/20419.Four_Novels,254, Paperback,1965,less visited
عقلي وقلبي,إحسان عبد القدوس,Classics,"First published January 1, 1959",3.58,612,80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1292762750i/9959448.jpg,https://www.goodreads.com/book/show/9959448,216, Paperback,1959,less visited
Attachments,Rainbow Rowell,Romance,"First published April 14, 2011",3.88,192024,22081,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1499377988i/8909152.jpg,https://www.goodreads.com/book/show/8909152-attachments,323, Hardcover,2011,less visited
Dale Loves Sophie to Death,Robb Forman Dew,Fiction,"First published January 1, 1981",3.21,299,30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1489577722i/3605444.jpg,https://www.goodreads.com/book/show/3605444-dale-loves-sophie-to-death,217, Paperback,1981,less visited
Something There In Between,S. Ferguson,Romance,"Published December 16, 2016",4.0,407,137,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1510630667i/33406852.jpg,https://www.goodreads.com/book/show/33406852-something-there-in-between,183, Kindle Edition,2016,less visited
Free to Choose: A Personal Statement,Milton Friedman,Economics,"First published January 1, 1980",4.22,8371,494,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661353748i/97820.jpg,https://www.goodreads.com/book/show/97820.Free_to_Choose,356, Paperback,1980,less visited
The Korean War,Max Hastings,History,"First published January 1, 1987",3.99,2646,217,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1170449855i/55407.jpg,https://www.goodreads.com/book/show/55407.The_Korean_War,427, Paperback,1987,less visited
My Brother's Keeper,Marcia Davenport,Fiction,"First published January 1, 1954",4.16,220,43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1204398664i/183267.jpg,https://www.goodreads.com/book/show/183267.My_Brother_s_Keeper,512, Paperback,1954,less visited
And the Bride Wore Prada,Katie Oliver,Contemporary,"First published January 23, 2015",3.68,282,17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434713724i/24365031.jpg,https://www.goodreads.com/book/show/24365031-and-the-bride-wore-prada,294, Kindle Edition,2015,less visited
Ice Station,Matthew Reilly,Thriller,"First published August 1, 1998",4.12,31469,1429,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388185756i/144790.jpg,https://www.goodreads.com/book/show/144790.Ice_Station,513, Paperback,1998,less visited
Gone-Away Lake,Elizabeth Enright,Fiction,"First published January 1, 1957",4.13,7664,658,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388213072i/175824.jpg,https://www.goodreads.com/book/show/175824.Gone_Away_Lake,256, Paperback,1957,less visited
The Promise,Chaim Potok,Fiction,"First published January 1, 1969",4.17,13252,703,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388279694i/11499.jpg,https://www.goodreads.com/book/show/11499.The_Promise,368, Paperback,1969,less visited
Endurance: Shackleton's Incredible Voyage,Alfred Lansing,Nonfiction,"First published January 1, 1959",4.42,114008,8423,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391329559i/139069.jpg,https://www.goodreads.com/book/show/139069.Endurance,282, Hardcover,1959,less visited
A Faint Cold Fear,Karin Slaughter,Mystery,"First published January 1, 2003",4.06,44770,1895,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394126332i/21721.jpg,https://www.goodreads.com/book/show/21721.A_Faint_Cold_Fear,422, Paperback,2003,less visited
Earthly Powers,Anthony Burgess,Fiction,"First published January 1, 1980",4.13,3042,274,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355598044i/8822.jpg,https://www.goodreads.com/book/show/8822.Earthly_Powers,649, Paperback,1980,less visited
The Murmur of Bees,Sofía Segovia,Historical Fiction,"First published March 1, 2015",4.25,54786,7511,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1539566888i/42306076.jpg,https://www.goodreads.com/book/show/42306076-the-murmur-of-bees,471, Kindle Edition,2015,less visited
Life After Yes,Aidan Donnelley Rowley,Fiction,"First published May 18, 2010",3.4,500,88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348200513i/7153900.jpg,https://www.goodreads.com/book/show/7153900-life-after-yes,368, Paperback,2010,less visited
Under the Volcano,Malcolm Lowry,Fiction,"First published January 1, 1947",3.77,23815,1690,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390014193i/31072.jpg,https://www.goodreads.com/book/show/31072.Under_the_Volcano,423, Paperback,1947,less visited
Rust: A Memoir of Steel and Grit,Eliese Colette Goldbach,Memoir,"First published March 3, 2020",3.82,1630,271,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1577255274i/45046930.jpg,https://www.goodreads.com/book/show/45046930-rust,320, Hardcover,2020,less visited
Broken,Karin Slaughter,Mystery,"First published June 22, 2010",4.17,53780,2357,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1430045032i/7093222.jpg,https://www.goodreads.com/book/show/7093222-broken,398, Hardcover,2010,less visited
The Axion Esti,Odysseas Elytis,Poetry,"First published January 1, 1959",4.61,1004,61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328807839i/1070107.jpg,https://www.goodreads.com/book/show/1070107.The_Axion_Esti,104, Paperback,1959,less visited
The Exposed,K.A. Applegate,Science Fiction,"First published March 1, 1999",3.79,2995,119,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375603350i/125341.jpg,https://www.goodreads.com/book/show/125341.The_Exposed,154, Mass Market Paperback,1999,less visited
Major Barbara,George Bernard Shaw,Plays,"First published January 1, 1905",3.65,7110,242,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331833177i/367762.jpg,https://www.goodreads.com/book/show/367762.Major_Barbara,98, Paperback,1905,less visited
Not Me,Michael Lavigne,Fiction,"First published November 1, 2005",3.77,2528,324,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391183534i/252033.jpg,https://www.goodreads.com/book/show/252033.Not_Me,315, Paperback,2005,less visited
Fool's Bluff: A Samantha Shepherd Mystery Novel,Lee Gregg,Mystery,"First published March 29, 2019",3.71,66,15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1549140352i/43816316.jpg,https://www.goodreads.com/book/show/43816316-fool-s-bluff,306, Kindle Edition,2019,less visited
The Night World and the Word Night,Franz Wright,Poetry,"First published April 1, 1993",4.04,45,3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397341716i/148163.jpg,https://www.goodreads.com/book/show/148163.The_Night_World_and_the_Word_Night,64, Paperback,1993,less visited
The First Man in Rome,Colleen McCullough,Historical Fiction,"First published September 28, 1990",4.12,21964,1090,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388211466i/480570.jpg,https://www.goodreads.com/book/show/480570.The_First_Man_in_Rome,1076, Paperback,1990,less visited
High Output Management,Andrew S. Grove,Business,"First published January 1, 1983",4.31,16904,889,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347800461i/324750.jpg,https://www.goodreads.com/book/show/324750.High_Output_Management,272, Paperback,1983,less visited
Dolly and the Nanny Bird,Dorothy Dunnett,Mystery,"First published January 1, 1976",3.92,307,18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1262027788i/360463.jpg,https://www.goodreads.com/book/show/360463.Dolly_and_the_Nanny_Bird,257, Paperback,1976,less visited
Borderlands/La Frontera: The New Mestiza,Gloria E. Anzaldúa,Poetry,"First published January 1, 1987",4.33,11048,533,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354902833i/45882.jpg,https://www.goodreads.com/book/show/45882.Borderlands_La_Frontera,260, Hardcover,1987,less visited
The Robe,Lloyd C. Douglas,Historical Fiction,"First published October 1, 1942",4.21,25070,1339,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436811107i/219919.jpg,https://www.goodreads.com/book/show/219919.The_Robe,528, Paperback,1942,less visited
The True Story of the 3 Little Pigs,Jon Scieszka,Picture Books,"First published October 1, 1989",4.31,186395,3836,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644190639i/125507.jpg,https://www.goodreads.com/book/show/125507.The_True_Story_of_the_3_Little_Pigs,32, Paperback,1989,less visited
Chocky,John Wyndham,Science Fiction,"First published January 1, 1968",3.85,9607,804,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1346679620i/161849.jpg,https://www.goodreads.com/book/show/161849.Chocky,154, Mass Market Paperback,1968,less visited
The Late George Apley,John P. Marquand,Fiction,"First published January 1, 1937",3.67,2244,148,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1430091833i/267418.jpg,https://www.goodreads.com/book/show/267418.The_Late_George_Apley,354, Paperback,1937,less visited
The Stronghold,Lisa Carter,Romance,"First published March 1, 2016",4.07,45,20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1457893760i/26331923.jpg,https://www.goodreads.com/book/show/26331923-the-stronghold,320, Paperback,2016,less visited
Making Friends Among the Taliban: A Peacemaker's Journey in Afghanistan,Jonathan P. Larson,Nonfiction,"First published October 19, 2012",3.78,80,38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347840656i/15864509.jpg,https://www.goodreads.com/book/show/15864509-making-friends-among-the-taliban,134, Paperback,2012,less visited
Sustainable & Responsible Investing 360�: Lessons Learned from World Class Investors,R. Scott Arnell,Inspirational,"Published August 17, 2022",4.28,753,8,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1675547926i/59794928.jpg,https://www.goodreads.com/book/show/59794928-sustainable-responsible-investing-360,404, ebook,2022,less visited
"Full Dark, No Stars",Stephen King,Horror,"First published January 1, 2011",4.07,103919,7266,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1524583257i/7912007.jpg,https://www.goodreads.com/book/show/7912007-full-dark-no-stars,368, Hardcover,2011,less visited
"Tomorrow, When the War Began",John Marsden,Young Adult,"First published January 1, 1993",4.04,53559,3321,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388214812i/71865.jpg,https://www.goodreads.com/book/show/71865.Tomorrow_When_the_War_Began,276, Paperback,1993,less visited
The Descent of Woman,Elaine Morgan,Science,"First published January 1, 1972",4.14,801,83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328829965i/305689.jpg,https://www.goodreads.com/book/show/305689.The_Descent_of_Woman,288, Paperback,1972,less visited
The Last Precinct,Patricia Cornwell,Mystery,"First published October 16, 2000",3.88,36596,725,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348336603i/320167.jpg,https://www.goodreads.com/book/show/320167.The_Last_Precinct,565, Paperback,2000,less visited
A Diet of Treacle,Lawrence Block,Crime,"First published January 1, 1961",3.18,598,99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349039647i/1770606.jpg,https://www.goodreads.com/book/show/1770606.A_Diet_of_Treacle,205, Mass Market Paperback,1961,less visited
For the Love of Armin,Michael G. Kramer,Fiction,"First published August 31, 2015",4.29,1109,24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1499685145i/35642518.jpg,https://www.goodreads.com/book/show/35642518-for-the-love-of-armin,325, Kindle Edition,2015,less visited
The Honorable Imposter: 1620,Gilbert Morris,Historical Fiction,"First published January 1, 1987",4.04,2234,128,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390688089i/128243.jpg,https://www.goodreads.com/book/show/128243.The_Honorable_Imposter,331, Paperback,1987,less visited
Cornered Coyote,Dianne Harman,Mystery,"First published April 24, 2014",4.46,334,52,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394657574i/21448484.jpg,https://www.goodreads.com/book/show/21448484-cornered-coyote,210, Paperback,2014,less visited
The Bridge on the Drina,Ivo Andrić,Fiction,"First published January 1, 1945",4.34,18856,1458,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391505254i/3140.jpg,https://www.goodreads.com/book/show/3140.The_Bridge_on_the_Drina,314, Paperback,1945,less visited
"The Girl, the Gold Watch & Everything",John D. MacDonald,Fiction,"First published January 1, 1962",4.01,1905,168,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387737405i/434232.jpg,https://www.goodreads.com/book/show/434232.The_Girl_the_Gold_Watch_Everything,207, Mass Market Paperback,1962,less visited
Becoming a Man: Half a Life Story,Paul Monette,Memoir,"First published June 22, 1992",4.17,3531,210,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392595137i/290058.jpg,https://www.goodreads.com/book/show/290058.Becoming_a_Man,304, Paperback,1992,less visited
"Pride and Prejudice, Retold in Limericks",Seamus O'Leprechaun,Poetry,"First published March 5, 2013",3.94,33,8,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390272177i/20603407.jpg,https://www.goodreads.com/book/show/20603407-pride-and-prejudice-retold-in-limericks,65, Kindle Edition,2013,less visited
Societatea deschisă și dușmanii ei,Karl Popper,Philosophy,"First published January 1, 1956",4.22,1881,183,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1511804984i/36673018.jpg,https://www.goodreads.com/book/show/36673018-societatea-deschis-i-du-manii-ei,784, Hardcover,1956,less visited
Deutschland umsonst: Zu Fuß und ohne Geld durch ein Wohlstandsland,Michael Holzach,Travel,"First published January 1, 1982",3.86,92,6,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1341917086i/2667482.jpg,https://www.goodreads.com/book/show/2667482-deutschland-umsonst,221, Paperback,1982,less visited
"Teheran, een zwanezang",F. Springer,Literature,"First published January 1, 1991",3.95,206,13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1290862793i/3753652.jpg,https://www.goodreads.com/book/show/3753652-teheran-een-zwanezang,376, Hardcover,1991,less visited
The Shores of Space,Richard Matheson,Science Fiction,"First published January 1, 1957",3.88,196,25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1297549162i/744092.jpg,https://www.goodreads.com/book/show/744092.The_Shores_of_Space,214, Paperback,1957,less visited
The Shadow Box,Luanne Rice,Thriller,"First published February 1, 2021",4.2,46497,2666,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1589314646i/50710211.jpg,https://www.goodreads.com/book/show/50710211-the-shadow-box,367, Kindle Edition,2021,less visited
The Risk Pool,Richard Russo,Fiction,"First published January 1, 1988",4.06,6936,502,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166501384i/12365.jpg,https://www.goodreads.com/book/show/12365.The_Risk_Pool,479, Paperback,1988,less visited
The Camel Club,David Baldacci,Fiction,"First published October 25, 2005",4.06,88290,3189,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166671032i/15158.jpg,https://www.goodreads.com/book/show/15158.The_Camel_Club,606, Paperback,2005,less visited
The Education of Little Tree,Forrest Carter,Fiction,"First published January 1, 1976",4.13,16146,1767,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348789987i/116236.jpg,https://www.goodreads.com/book/show/116236.The_Education_of_Little_Tree,228, Paperback,1976,less visited
Silver Wedding,Maeve Binchy,Fiction,"First published January 1, 1988",3.68,11239,344,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320391961i/34309.jpg,https://www.goodreads.com/book/show/34309.Silver_Wedding,400, Paperback,1988,less visited
Birthing from Within: An Extra-Ordinary Guide to Childbirth Preparation,Pam England,Parenting,"First published January 1, 1998",4.01,5594,567,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388176637i/388185.jpg,https://www.goodreads.com/book/show/388185.Birthing_from_Within,331, Paperback,1998,less visited
The Shadow of Tiamat,Sean T. Poindexter,Paranormal,"First published December 1, 2011",4.1,86,38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327995285i/13165171.jpg,https://www.goodreads.com/book/show/13165171-the-shadow-of-tiamat,342, Kindle Edition,2011,less visited
Joy of Man's Desiring,Jean Giono,Fiction,"First published January 1, 1935",4.19,367,48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347344718i/316025.jpg,https://www.goodreads.com/book/show/316025.Joy_of_Man_s_Desiring,472, Paperback,1935,less visited
The Sixth Man,David Baldacci,Mystery,"First published April 19, 2011",4.18,48805,2136,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441837587i/9509287.jpg,https://www.goodreads.com/book/show/9509287-the-sixth-man,416, Hardcover,2011,less visited
Lord of the Flies,William Golding,Classics,"First published September 17, 1954",3.69,2702688,49112,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327869409i/7624.jpg,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,182, Paperback,1954,highely visited
Africa Junction,Ginny Baily,Africa,"First published May 1, 2011",3.54,82,13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358735935i/11793248.jpg,https://www.goodreads.com/book/show/11793248-africa-junction,288, Paperback,2011,less visited
"The Age of Extremes, 1914-1991",Eric J. Hobsbawm,History,"First published January 1, 1994",4.28,6408,376,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398348574i/308060.jpg,https://www.goodreads.com/book/show/308060.The_Age_of_Extremes_1914_1991,627, Paperback,1994,less visited
The Chronicles of Narnia,C. S. Lewis,Fantasy,"First published January 1, 1956",4.27,609995,11802,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661032875i/11127.jpg,https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia,767, Paperback,1956,average visited
Desert Rose: The Life and Legacy of Coretta Scott King,Edythe Scott Bagley,Biography,"First published May 10, 2011",4.26,43,9,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344681095i/13309364.jpg,https://www.goodreads.com/book/show/13309364-desert-rose,336, Hardcover,2011,less visited
The Music of Chance,Paul Auster,Fiction,"First published January 1, 1990",3.92,11169,612,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392501162i/19490.jpg,https://www.goodreads.com/book/show/19490.The_Music_of_Chance,217, Paperback,1990,less visited
